Wearable-2,Ax,Ay,Az,Gx,Gy,Gz,Sensor time
192.168.43.159,0.068847656,0.919921875,0.330078125,18.79882813,0.671386719,-2.075195313,1.91E+08
192.168.43.159,0.047851563,0.921875,0.344238281,18.5546875,4.577636719,-2.380371094,1.91E+08
192.168.43.159,0.0546875,0.927734375,0.341796875,19.83642578,2.685546875,-2.380371094,1.91E+08
192.168.43.159,0.069335938,0.933105469,0.322753906,20.32470703,0.610351563,-2.380371094,1.91E+08
192.168.43.159,0.062988281,0.979492188,0.315429688,19.59228516,2.319335938,-3.112792969,1.91E+08
192.168.43.159,0.05078125,0.875976563,0.336914063,14.09912109,2.44140625,-3.967285156,1.91E+08
192.168.43.159,0.055175781,0.954589844,0.310546875,26.06201172,4.272460938,-2.746582031,1.91E+08
192.168.43.159,0.049316406,0.983886719,0.299804688,22.09472656,0.244140625,-2.685546875,1.91E+08
192.168.43.159,0.064941406,0.869628906,0.316894531,17.63916016,0.549316406,-4.333496094,1.91E+08
192.168.43.159,0.049804688,0.976074219,0.276855469,23.62060547,6.530761719,-3.90625,1.91E+08
192.168.43.159,0.048828125,0.948242188,0.260742188,20.75195313,4.8828125,-4.028320313,1.91E+08
192.168.43.159,0.069824219,0.919921875,0.268554688,23.07128906,4.516601563,-3.601074219,1.91E+08
192.168.43.159,0.031738281,0.95703125,0.258300781,26.18408203,5.615234375,-3.41796875,1.91E+08
192.168.43.159,0.03515625,0.968261719,0.247558594,19.28710938,-1.403808594,-4.760742188,1.91E+08
192.168.43.159,0.084472656,0.91796875,0.263183594,19.89746094,-1.708984375,-5.004882813,1.91E+08
192.168.43.159,0.014648438,0.977539063,0.2265625,25.02441406,5.37109375,-4.699707031,1.91E+08
192.168.43.159,0.022460938,0.955078125,0.217773438,22.58300781,5.126953125,-4.577636719,1.91E+08
192.168.43.159,0.035644531,0.978027344,0.210449219,22.88818359,3.967285156,-4.089355469,1.91E+08
192.168.43.159,0.056640625,0.958984375,0.199707031,19.22607422,2.075195313,-4.760742188,1.91E+08
192.168.43.159,0.032226563,0.946777344,0.19140625,19.28710938,4.028320313,-4.943847656,1.91E+08
192.168.43.159,0.037109375,0.9609375,0.1796875,21.91162109,4.39453125,-4.638671875,1.91E+08
192.168.43.159,0.005371094,0.984863281,0.190917969,18.00537109,0.244140625,-4.699707031,1.91E+08
192.168.43.159,0.033203125,0.978027344,0.198242188,15.31982422,-0.366210938,-5.310058594,1.91E+08
192.168.43.159,0.05859375,0.944824219,0.203125,17.15087891,1.831054688,-5.798339844,1.91E+08
192.168.43.159,0.025878906,1.018554688,0.153320313,19.71435547,4.699707031,-5.798339844,1.91E+08
192.168.43.159,0.036132813,0.974609375,0.144042969,17.08984375,2.014160156,-6.530761719,1.91E+08
192.168.43.159,0.002929688,0.966308594,0.123046875,16.47949219,3.051757813,-6.042480469,1.91E+08
192.168.43.159,0.01171875,0.977050781,0.131835938,12.6953125,2.014160156,-5.981445313,1.91E+08
192.168.43.159,0.032226563,0.964355469,0.178710938,13.18359375,5.249023438,-5.737304688,1.91E+08
192.168.43.159,0.024902344,0.981933594,0.172851563,17.63916016,4.211425781,-5.004882813,1.91E+08
192.168.43.159,0.044921875,0.947265625,0.181640625,12.75634766,-2.9296875,-6.896972656,1.91E+08
192.168.43.159,0.038085938,1.001464844,0.136230469,21.30126953,-0.549316406,-7.202148438,1.91E+08
192.168.43.159,-0.010253906,0.955078125,0.119140625,14.52636719,0.183105469,-8.117675781,1.91E+08
192.168.43.159,-4.88E-04,0.97265625,0.114257813,18.18847656,-0.427246094,-7.629394531,1.91E+08
192.168.43.159,0.012207031,1.003417969,0.125488281,16.54052734,-1.46484375,-7.690429688,1.91E+08
192.168.43.159,0.021484375,0.966308594,0.123535156,16.23535156,1.708984375,-7.873535156,1.91E+08
192.168.43.159,0.006835938,0.978515625,0.093261719,19.77539063,3.295898438,-7.385253906,1.91E+08
192.168.43.159,0.001953125,0.979003906,0.084472656,14.83154297,-2.44140625,-7.751464844,1.92E+08
192.168.43.159,-0.012207031,0.9921875,0.086425781,15.68603516,-0.366210938,-7.995605469,1.92E+08
192.168.43.159,-0.027832031,0.961425781,0.075195313,13.79394531,-1.586914063,-7.751464844,1.92E+08
192.168.43.159,-0.013183594,1.007324219,0.080078125,15.74707031,-1.220703125,-7.202148438,1.92E+08
192.168.43.159,-0.014160156,0.997558594,0.069335938,13.48876953,-2.014160156,-6.774902344,1.92E+08
192.168.43.159,-0.023925781,0.978515625,0.044921875,9.704589844,-6.164550781,-6.286621094,1.92E+08
192.168.43.159,-9.77E-04,0.998535156,0.039550781,10.49804688,-5.554199219,-5.676269531,1.92E+08
192.168.43.159,-0.015136719,0.967285156,0.077148438,7.629394531,2.197265625,-5.737304688,1.92E+08
192.168.43.159,-0.037597656,1.004394531,0.081054688,9.826660156,4.638671875,-5.493164063,1.92E+08
192.168.43.159,0.004394531,0.943847656,0.104980469,7.690429688,-1.525878906,-6.164550781,1.92E+08
192.168.43.159,-9.77E-04,0.991699219,0.096679688,14.77050781,1.342773438,-6.34765625,1.92E+08
192.168.43.159,-0.021484375,0.977050781,0.070800781,14.52636719,0.9765625,-7.141113281,1.92E+08
192.168.43.159,-0.038085938,1.000488281,0.044433594,11.71875,0.427246094,-7.995605469,1.92E+08
192.168.43.159,-0.030761719,0.972167969,0.049804688,13.30566406,0.854492188,-7.629394531,1.92E+08
192.168.43.159,-0.028320313,0.972167969,0.047363281,14.58740234,1.342773438,-7.141113281,1.92E+08
192.168.43.159,-0.043945313,0.996582031,0.014160156,16.66259766,0.671386719,-6.896972656,1.92E+08
192.168.43.159,-0.030761719,0.985351563,0.020019531,14.09912109,-0.915527344,-6.408691406,1.92E+08
192.168.43.159,-0.037597656,1.004394531,0.030273438,10.92529297,3.723144531,-6.591796875,1.92E+08
192.168.43.159,-0.037109375,0.970703125,0.02734375,9.887695313,4.699707031,-6.896972656,1.92E+08
192.168.43.159,-0.037597656,0.982421875,0.007324219,13.18359375,5.615234375,-5.920410156,1.92E+08
192.168.43.159,-0.040527344,1.021484375,0.012207031,12.63427734,2.319335938,-5.37109375,1.92E+08
192.168.43.159,-0.032226563,0.947753906,0.034179688,9.216308594,1.342773438,-5.920410156,1.92E+08
192.168.43.159,-0.059082031,1.011230469,-0.005859375,12.51220703,1.770019531,-5.676269531,1.92E+08
192.168.43.159,-0.043945313,0.973144531,-0.001464844,8.911132813,-2.136230469,-5.920410156,1.92E+08
192.168.43.159,-0.033203125,0.981445313,0.012695313,11.59667969,-1.098632813,-5.920410156,1.92E+08
192.168.43.159,-0.053710938,0.986816406,-0.013183594,10.55908203,3.173828125,-5.920410156,1.92E+08
192.168.43.159,-0.058105469,0.977539063,-0.020507813,9.765625,1.953125,-5.37109375,1.92E+08
192.168.43.159,-0.060546875,0.980957031,-0.012207031,10.86425781,3.112792969,-4.150390625,1.92E+08
192.168.43.159,-0.077148438,0.992675781,-0.033203125,10.62011719,2.9296875,-3.90625,1.92E+08
192.168.43.159,-0.054199219,0.984375,-0.031738281,9.216308594,-2.075195313,-4.028320313,1.92E+08
192.168.43.159,-0.054199219,0.987304688,-0.029785156,8.422851563,-0.610351563,-3.784179688,1.92E+08
192.168.43.159,-0.083007813,1.013671875,-0.03125,4.39453125,1.647949219,-3.845214844,1.92E+08
192.168.43.159,-0.055664063,0.940917969,0,2.624511719,0.122070313,-3.90625,1.92E+08
192.168.43.159,-0.078125,1.004882813,-0.026367188,9.765625,1.647949219,-2.746582031,1.92E+08
192.168.43.159,-0.048339844,0.998046875,-0.041503906,5.798339844,-5.981445313,-2.9296875,1.92E+08
192.168.43.159,-0.03515625,0.964355469,-0.01953125,4.638671875,-4.760742188,-3.540039063,1.92E+08
192.168.43.159,-0.064941406,0.999511719,-0.024902344,8.7890625,0,-3.173828125,1.92E+08
192.168.43.159,-0.0859375,0.977539063,-0.0390625,5.554199219,-2.624511719,-3.173828125,1.92E+08
192.168.43.159,-0.064941406,0.990234375,-0.029785156,6.469726563,-3.845214844,-3.41796875,1.92E+08
192.168.43.159,-0.075195313,0.970703125,-0.041015625,5.981445313,-1.892089844,-3.112792969,1.92E+08
192.168.43.159,-0.083007813,0.979003906,-0.053222656,7.873535156,-0.427246094,-2.319335938,1.92E+08
192.168.43.159,-0.078613281,0.987792969,-0.052246094,7.263183594,-0.732421875,-2.258300781,1.92E+08
192.168.43.159,-0.056152344,1.004394531,-0.046386719,5.187988281,-3.479003906,-2.502441406,1.92E+08
192.168.43.159,-0.052246094,0.966796875,-0.053710938,2.685546875,-2.746582031,-2.807617188,1.92E+08
192.168.43.159,-0.064941406,0.979980469,-0.051269531,4.516601563,2.990722656,-2.563476563,1.92E+08
192.168.43.159,-0.087402344,0.975585938,-0.051269531,5.310058594,6.652832031,-2.44140625,1.92E+08
192.168.43.159,-0.066894531,0.987304688,-0.041015625,6.164550781,2.380371094,-1.892089844,1.92E+08
192.168.43.159,-0.063476563,0.985839844,-0.062988281,5.676269531,1.159667969,-1.403808594,1.92E+08
192.168.43.159,-0.063476563,0.982910156,-0.050292969,2.868652344,1.403808594,-1.770019531,1.92E+08
192.168.43.159,-0.058105469,0.967285156,-0.032714844,4.577636719,1.953125,-1.770019531,1.92E+08
192.168.43.159,-0.086425781,0.974609375,-0.04296875,6.958007813,1.770019531,-1.647949219,1.93E+08
192.168.43.159,-0.086425781,0.978515625,-0.059570313,8.728027344,-0.854492188,-1.098632813,1.93E+08
192.168.43.159,-0.092285156,0.991210938,-0.072753906,8.544921875,-1.037597656,-0.915527344,1.93E+08
192.168.43.159,-0.067382813,0.965332031,-0.062988281,6.8359375,-0.610351563,-1.281738281,1.93E+08
192.168.43.159,-0.072753906,0.98046875,-0.069335938,9.27734375,2.868652344,-0.793457031,1.93E+08
192.168.43.159,-0.076660156,0.982910156,-0.079101563,9.460449219,0.793457031,-0.549316406,1.93E+08
192.168.43.159,-0.076660156,1,-0.079101563,9.094238281,-1.220703125,-0.671386719,1.93E+08
192.168.43.159,-0.081054688,0.962402344,-0.076171875,4.638671875,-1.098632813,-1.403808594,1.93E+08
192.168.43.159,-0.079589844,0.981445313,-0.079589844,8.30078125,-0.244140625,-0.793457031,1.93E+08
192.168.43.159,-0.067871094,0.970214844,-0.081542969,8.422851563,0.366210938,-1.159667969,1.93E+08
192.168.43.159,-0.048339844,0.98828125,-0.096191406,9.338378906,1.159667969,-1.098632813,1.93E+08
192.168.43.159,-0.046875,0.991699219,-0.098144531,7.32421875,1.953125,-1.46484375,1.93E+08
192.168.43.159,-0.079589844,0.967773438,-0.092773438,5.554199219,4.943847656,-1.953125,1.93E+08
192.168.43.159,-0.092773438,0.97265625,-0.096679688,7.995605469,6.164550781,-1.46484375,1.93E+08
192.168.43.159,-0.083984375,0.976074219,-0.100585938,7.934570313,5.187988281,-1.586914063,1.93E+08
192.168.43.159,-0.069824219,0.980957031,-0.104980469,7.8125,4.089355469,-1.342773438,1.93E+08
192.168.43.159,-0.065429688,0.990722656,-0.100097656,7.385253906,2.136230469,-1.770019531,1.93E+08
192.168.43.159,-0.038085938,0.959960938,-0.089355469,5.554199219,0.549316406,-2.563476563,1.93E+08
192.168.43.159,-0.078125,0.98046875,-0.11328125,8.728027344,7.202148438,-2.44140625,1.93E+08
192.168.43.159,-0.095703125,0.971679688,-0.107421875,7.446289063,5.493164063,-2.136230469,1.93E+08
192.168.43.159,-0.091796875,0.970703125,-0.102539063,8.666992188,6.34765625,-2.502441406,1.93E+08
192.168.43.159,-0.090820313,0.979003906,-0.121582031,9.216308594,5.065917969,-2.502441406,1.93E+08
192.168.43.159,-0.063476563,0.984863281,-0.127441406,7.751464844,-0.244140625,-2.502441406,1.93E+08
192.168.43.159,-0.016601563,0.963867188,-0.111328125,8.666992188,0,-2.685546875,1.93E+08
192.168.43.159,-0.124023438,0.981445313,-0.126953125,9.765625,10.07080078,-3.112792969,1.93E+08
192.168.43.159,-0.1171875,0.958984375,-0.113769531,7.8125,2.44140625,-2.807617188,1.93E+08
192.168.43.159,-0.067871094,0.974121094,-0.125,9.765625,-0.366210938,-2.990722656,1.93E+08
192.168.43.159,-0.070800781,0.977539063,-0.134277344,9.887695313,2.075195313,-3.173828125,1.93E+08
192.168.43.159,-0.108886719,0.97265625,-0.135742188,9.887695313,2.9296875,-2.990722656,1.93E+08
192.168.43.159,-0.115722656,0.96875,-0.14453125,9.826660156,-0.549316406,-2.868652344,1.93E+08
192.168.43.159,-0.080566406,0.971679688,-0.142089844,9.521484375,-4.943847656,-2.44140625,1.93E+08
192.168.43.159,-0.077636719,0.970703125,-0.1484375,9.033203125,-2.685546875,-2.624511719,1.93E+08
192.168.43.159,-0.071777344,0.970214844,-0.149902344,9.521484375,-0.732421875,-2.563476563,1.93E+08
192.168.43.159,-0.078613281,0.972167969,-0.15234375,9.643554688,-0.732421875,-2.868652344,1.93E+08
192.168.43.159,-0.102050781,0.967773438,-0.143066406,9.338378906,0.48828125,-3.051757813,1.93E+08
192.168.43.159,-0.102050781,0.959472656,-0.145019531,9.582519531,0.915527344,-3.234863281,1.93E+08
192.168.43.159,-0.050292969,0.966796875,-0.153320313,10.07080078,-0.610351563,-3.662109375,1.93E+08
192.168.43.159,-0.085449219,0.971191406,-0.168457031,10.37597656,3.112792969,-3.845214844,1.93E+08
192.168.43.159,-0.141601563,0.967285156,-0.169921875,10.07080078,5.065917969,-3.540039063,1.93E+08
192.168.43.159,-0.115722656,0.96875,-0.158691406,9.887695313,0.427246094,-3.295898438,1.93E+08
192.168.43.159,-0.087890625,0.964355469,-0.171386719,10.25390625,-1.892089844,-2.9296875,1.93E+08
192.168.43.159,-0.061035156,0.956542969,-0.189941406,9.948730469,-2.502441406,-3.112792969,1.93E+08
192.168.43.159,-0.066894531,0.967773438,-0.186035156,9.216308594,-0.305175781,-3.540039063,1.93E+08
192.168.43.159,-0.150390625,0.962402344,-0.177246094,8.7890625,3.967285156,-3.41796875,1.93E+08
192.168.43.159,-0.149902344,0.955566406,-0.168457031,9.399414063,1.037597656,-3.051757813,1.93E+08
192.168.43.159,-0.075683594,0.959960938,-0.186523438,9.643554688,-2.807617188,-2.990722656,1.93E+08
192.168.43.159,-0.047363281,0.967285156,-0.197753906,9.399414063,-0.732421875,-3.295898438,1.93E+08
192.168.43.159,-0.103515625,0.962890625,-0.198730469,8.911132813,3.540039063,-3.479003906,1.93E+08
192.168.43.159,-0.163085938,0.959472656,-0.187988281,8.728027344,2.563476563,-3.41796875,1.93E+08
192.168.43.159,-0.1328125,0.9609375,-0.194335938,9.155273438,-2.136230469,-3.051757813,1.93E+08
192.168.43.159,-0.023925781,0.954101563,-0.188476563,9.765625,-5.432128906,-3.173828125,1.94E+08
192.168.43.159,-0.063476563,0.958496094,-0.193359375,10.43701172,1.403808594,-3.723144531,1.94E+08
192.168.43.159,-0.171386719,0.957519531,-0.223144531,10.68115234,5.676269531,-3.540039063,1.94E+08
192.168.43.159,-0.146972656,0.951660156,-0.224121094,10.00976563,0.427246094,-3.234863281,1.94E+08
192.168.43.159,-0.100097656,0.954101563,-0.212890625,9.521484375,0.061035156,-3.051757813,1.94E+08
192.168.43.159,-0.080078125,0.954589844,-0.216308594,9.704589844,1.281738281,-3.356933594,1.94E+08
192.168.43.159,-0.089355469,0.955566406,-0.219726563,10.43701172,2.563476563,-3.723144531,1.94E+08
192.168.43.159,-0.105957031,0.935058594,-0.256835938,2.197265625,-6.530761719,-1.892089844,1.94E+08
192.168.43.159,-0.14453125,0.942871094,-0.263671875,2.319335938,-2.9296875,-2.197265625,1.94E+08
192.168.43.159,-0.147460938,0.944824219,-0.263183594,1.342773438,-3.540039063,-2.075195313,1.94E+08
192.168.43.159,-0.167480469,0.935546875,-0.254394531,0.671386719,-1.281738281,-1.831054688,1.94E+08
192.168.43.159,-0.174316406,0.93359375,-0.262695313,0.915527344,-1.586914063,-1.46484375,1.94E+08
192.168.43.159,-0.126464844,0.939453125,-0.264160156,1.037597656,-3.845214844,-1.525878906,1.94E+08
192.168.43.159,-0.132324219,0.946777344,-0.272460938,0.732421875,-2.258300781,-1.403808594,1.94E+08
192.168.43.159,-0.156738281,0.940429688,-0.263671875,-0.671386719,-1.159667969,-1.098632813,1.94E+08
192.168.43.159,-0.184570313,0.927246094,-0.243164063,-0.9765625,-0.610351563,-0.854492188,1.94E+08
192.168.43.159,-0.145507813,0.930664063,-0.232910156,0.549316406,-4.272460938,-0.915527344,1.94E+08
192.168.43.159,-0.126953125,0.935058594,-0.249023438,2.014160156,-3.662109375,-1.159667969,1.94E+08
192.168.43.159,-0.15625,0.940917969,-0.25390625,2.502441406,-1.831054688,-1.342773438,1.94E+08
192.168.43.159,-0.18359375,0.9375,-0.268554688,2.502441406,-2.380371094,-1.281738281,1.95E+08
192.168.43.159,-0.162597656,0.943359375,-0.279296875,1.892089844,-4.8828125,-0.732421875,1.95E+08
192.168.43.159,-0.146484375,0.939941406,-0.27734375,0.305175781,-3.356933594,-0.427246094,1.95E+08
192.168.43.159,-0.179199219,0.935546875,-0.262207031,-0.9765625,-1.281738281,-0.061035156,1.95E+08
192.168.43.159,-0.19140625,0.941894531,-0.261230469,-1.159667969,-4.699707031,0.793457031,1.95E+08
192.168.43.159,-0.124023438,0.939941406,-0.257324219,-1.770019531,-7.8125,1.159667969,1.95E+08
192.168.43.159,-0.137695313,0.9375,-0.256835938,-2.502441406,-2.868652344,1.098632813,1.95E+08
192.168.43.159,-0.135253906,0.937011719,-0.250976563,-2.44140625,-1.403808594,0.610351563,1.95E+08
192.168.43.159,-0.139648438,0.938964844,-0.2421875,-2.380371094,-0.183105469,0.366210938,1.95E+08
192.168.43.159,-0.161621094,0.943359375,-0.252441406,-2.258300781,1.831054688,0.549316406,1.95E+08
192.168.43.159,-0.162597656,0.939453125,-0.257324219,-2.868652344,2.990722656,0.9765625,1.95E+08
192.168.43.159,-0.150878906,0.936035156,-0.252929688,-3.173828125,3.479003906,1.098632813,1.95E+08
192.168.43.159,-0.149902344,0.940917969,-0.24609375,-3.295898438,4.638671875,1.159667969,1.95E+08
192.168.43.159,-0.147460938,0.94140625,-0.239746094,-3.173828125,4.089355469,1.342773438,1.95E+08
192.168.43.159,-0.168457031,0.939941406,-0.233886719,-3.112792969,4.577636719,1.586914063,1.95E+08
192.168.43.159,-0.196289063,0.942871094,-0.24609375,-2.380371094,0.915527344,2.197265625,1.95E+08
192.168.43.159,-0.140136719,0.944335938,-0.252441406,-2.197265625,-6.713867188,2.685546875,1.95E+08
192.168.43.159,-0.137695313,0.947265625,-0.270019531,-3.173828125,-4.39453125,2.990722656,1.95E+08
192.168.43.159,-0.158691406,0.947265625,-0.259765625,-4.638671875,1.037597656,3.173828125,1.95E+08
192.168.43.159,-0.148925781,0.948242188,-0.250976563,-5.615234375,0.671386719,3.540039063,1.95E+08
192.168.43.159,-0.139648438,0.944824219,-0.233398438,-6.8359375,0.122070313,4.028320313,1.95E+08
192.168.43.159,-0.138671875,0.943359375,-0.226074219,-6.896972656,0.305175781,4.211425781,1.95E+08
192.168.43.159,-0.125,0.940917969,-0.221679688,-5.737304688,0.244140625,3.723144531,1.95E+08
192.168.43.159,-0.139648438,0.945800781,-0.221679688,-4.760742188,0.793457031,3.662109375,1.95E+08
192.168.43.159,-0.158691406,0.952148438,-0.235839844,-4.089355469,1.403808594,3.662109375,1.95E+08
192.168.43.159,-0.137207031,0.952148438,-0.241699219,-4.577636719,-0.427246094,4.028320313,1.95E+08
192.168.43.159,-0.11328125,0.957519531,-0.244628906,-6.042480469,-0.183105469,4.150390625,1.95E+08
192.168.43.159,-0.128417969,0.955566406,-0.247070313,-7.751464844,2.258300781,4.39453125,1.95E+08
192.168.43.159,-0.145507813,0.947753906,-0.240234375,-9.704589844,4.211425781,4.821777344,1.95E+08
192.168.43.159,-0.138183594,0.941894531,-0.214355469,-10.13183594,5.737304688,4.638671875,1.95E+08
192.168.43.159,-0.106933594,0.951660156,-0.1953125,-9.094238281,2.258300781,4.150390625,1.95E+08
192.168.43.159,-0.099121094,0.950683594,-0.193847656,-7.751464844,-0.244140625,3.784179688,1.95E+08
192.168.43.159,-0.141601563,0.951660156,-0.213867188,-6.591796875,1.281738281,3.234863281,1.95E+08
192.168.43.159,-0.114257813,0.958496094,-0.231933594,-7.263183594,-2.563476563,3.295898438,1.95E+08
192.168.43.159,-0.052734375,0.948730469,-0.204589844,-7.751464844,-0.427246094,3.051757813,1.95E+08
192.168.43.159,-0.110351563,0.950195313,-0.181640625,-7.263183594,7.629394531,2.075195313,1.95E+08
192.168.43.159,-0.12890625,0.947265625,-0.163574219,-5.798339844,6.896972656,1.403808594,1.95E+08
192.168.43.159,-0.125976563,0.949707031,-0.181152344,-3.356933594,1.220703125,0.915527344,1.95E+08
192.168.43.159,-0.090820313,0.957519531,-0.201660156,-1.831054688,-4.455566406,0.48828125,1.95E+08
192.168.43.159,-0.090820313,0.966308594,-0.215820313,-1.46484375,-5.187988281,0.183105469,1.95E+08
192.168.43.159,-0.169433594,0.958496094,-0.211425781,-2.44140625,-1.037597656,0.48828125,1.95E+08
192.168.43.159,-0.158203125,0.955078125,-0.207519531,-3.540039063,-5.798339844,1.525878906,1.95E+08
192.168.43.159,-0.077636719,0.948242188,-0.188964844,-3.845214844,-4.821777344,1.46484375,1.95E+08
192.168.43.159,-0.109863281,0.959472656,-0.177246094,-2.9296875,-0.427246094,1.159667969,1.95E+08
192.168.43.159,-0.106445313,0.958984375,-0.186523438,-2.014160156,-7.446289063,0.793457031,1.95E+08
192.168.43.159,-0.119628906,0.966796875,-0.204101563,-1.342773438,-9.399414063,0.610351563,1.95E+08
192.168.43.159,-0.200683594,0.974121094,-0.233886719,-2.197265625,-8.972167969,1.525878906,1.95E+08
192.168.43.159,-0.13671875,0.966796875,-0.222167969,-5.065917969,-14.09912109,2.990722656,1.95E+08
192.168.43.159,-0.067382813,0.955078125,-0.202148438,-7.629394531,-13.24462891,3.601074219,1.95E+08
192.168.43.159,-0.093261719,0.957519531,-0.150878906,-7.995605469,-7.690429688,3.234863281,1.95E+08
192.168.43.159,-0.142578125,0.954101563,-0.158691406,-7.080078125,-12.20703125,2.868652344,1.96E+08
192.168.43.159,-0.102539063,0.969726563,-0.1640625,-5.065917969,-21.66748047,2.990722656,1.96E+08
192.168.43.159,-0.06640625,0.962890625,-0.181640625,-4.638671875,-19.71435547,3.234863281,1.96E+08
192.168.43.159,-0.152832031,0.949707031,-0.176269531,-5.615234375,-5.676269531,3.479003906,1.96E+08
192.168.43.159,-0.147460938,0.959472656,-0.177734375,-5.920410156,-3.41796875,3.601074219,1.96E+08
192.168.43.159,-0.10546875,0.971679688,-0.171875,-6.164550781,-9.094238281,3.784179688,1.96E+08
192.168.43.159,-0.096679688,0.967285156,-0.165039063,-5.981445313,-13.91601563,3.845214844,1.96E+08
192.168.43.159,-0.037597656,0.956542969,-0.138671875,-5.310058594,-16.6015625,3.90625,1.96E+08
192.168.43.159,-0.145019531,0.956542969,-0.132324219,-3.295898438,-5.065917969,3.295898438,1.96E+08
192.168.43.159,-0.142578125,0.958007813,-0.1640625,-2.136230469,-9.948730469,3.601074219,1.96E+08
192.168.43.159,-0.05078125,0.974609375,-0.147460938,-2.014160156,-12.57324219,3.601074219,1.96E+08
192.168.43.159,-0.120605469,0.977539063,-0.166992188,-2.258300781,-2.807617188,3.356933594,1.96E+08
192.168.43.159,-0.140136719,0.951660156,-0.187988281,-2.990722656,-6.896972656,3.784179688,1.96E+08
192.168.43.159,-0.055664063,0.971191406,-0.166015625,-3.784179688,-11.04736328,3.784179688,1.96E+08
192.168.43.159,-0.068847656,0.977050781,-0.1328125,-4.333496094,-3.601074219,3.784179688,1.96E+08
192.168.43.159,-0.143554688,0.954101563,-0.124511719,-3.479003906,3.540039063,3.90625,1.96E+08
192.168.43.159,-0.094726563,0.973144531,-0.13671875,-1.159667969,-3.540039063,3.784179688,1.96E+08
192.168.43.159,-0.052246094,0.980957031,-0.148925781,-0.549316406,-7.385253906,3.479003906,1.96E+08
192.168.43.159,-0.060546875,0.946289063,-0.14453125,-0.549316406,-2.258300781,3.479003906,1.96E+08
192.168.43.159,-0.160644531,0.953125,-0.152832031,0,4.39453125,3.540039063,1.96E+08
192.168.43.159,-0.143554688,0.993652344,-0.154296875,-0.061035156,0.122070313,4.089355469,1.96E+08
192.168.43.159,-0.060058594,0.986816406,-0.150878906,-0.9765625,-4.577636719,4.516601563,1.96E+08
192.168.43.159,-0.010742188,0.959472656,-0.121582031,-0.122070313,-4.089355469,4.089355469,1.96E+08
192.168.43.159,-0.12109375,0.954589844,-0.139160156,2.014160156,2.746582031,3.845214844,1.96E+08
192.168.43.159,-0.138671875,0.955078125,-0.162597656,1.220703125,3.845214844,4.089355469,1.96E+08
192.168.43.159,-0.05078125,0.967285156,-0.156738281,-0.183105469,4.272460938,3.784179688,1.96E+08
192.168.43.159,-0.008789063,0.975585938,-0.163085938,-0.427246094,3.051757813,2.990722656,1.96E+08
192.168.43.159,-0.050292969,0.988769531,-0.15234375,0.122070313,1.281738281,2.685546875,1.96E+08
192.168.43.159,-0.166992188,0.967285156,-0.126464844,0.48828125,5.737304688,3.601074219,1.96E+08
192.168.43.159,-0.201171875,0.966796875,-0.150390625,0.244140625,7.446289063,4.455566406,1.96E+08
192.168.43.159,-0.013183594,0.959472656,-0.183105469,-0.732421875,-0.732421875,4.760742188,1.96E+08
192.168.43.159,0.043457031,0.972167969,-0.152832031,-1.708984375,3.41796875,4.211425781,1.96E+08
192.168.43.159,-0.103515625,0.985839844,-0.129394531,-0.732421875,9.643554688,3.173828125,1.96E+08
192.168.43.159,-0.092285156,0.984863281,-0.153320313,-0.427246094,0.915527344,3.601074219,1.96E+08
192.168.43.159,-0.116210938,0.968261719,-0.172363281,-1.525878906,4.577636719,4.211425781,1.96E+08
192.168.43.159,-0.053710938,0.950195313,-0.132324219,-2.319335938,5.615234375,4.39453125,1.96E+08
192.168.43.159,-0.020996094,0.9765625,-0.149414063,-1.770019531,4.821777344,4.211425781,1.96E+08
192.168.43.159,-0.053710938,0.979492188,-0.150390625,-1.342773438,4.028320313,3.41796875,1.96E+08
192.168.43.159,-0.132324219,0.979980469,-0.169433594,-1.892089844,-0.854492188,3.662109375,1.96E+08
192.168.43.159,-0.098144531,0.982421875,-0.15234375,-3.479003906,-4.455566406,4.150390625,1.96E+08
192.168.43.159,-0.054199219,0.959472656,-0.145996094,-5.065917969,-0.854492188,4.333496094,1.96E+08
192.168.43.159,0.008789063,0.981933594,-0.155761719,-5.920410156,0.9765625,4.150390625,1.96E+08
192.168.43.159,-0.062988281,1.000976563,-0.189941406,-7.446289063,5.981445313,4.211425781,1.96E+08
192.168.43.159,-0.058105469,0.977539063,-0.1796875,-10.19287109,2.075195313,4.39453125,1.96E+08
192.168.43.159,-0.039550781,0.986816406,-0.178222656,-13.79394531,-2.9296875,5.37109375,1.96E+08
192.168.43.159,-0.005371094,0.983398438,-0.08203125,-14.6484375,4.272460938,5.981445313,1.96E+08
192.168.43.159,-0.017089844,0.924316406,-0.077148438,-13.79394531,8.056640625,6.286621094,1.96E+08
192.168.43.159,-0.073730469,1.012695313,-0.131347656,-11.77978516,3.051757813,5.493164063,1.96E+08
192.168.43.159,-0.182128906,1.010742188,-0.256347656,-16.72363281,1.647949219,4.943847656,1.96E+08
192.168.43.159,-0.069335938,1.045898438,-0.111328125,-21.17919922,-4.638671875,6.713867188,1.96E+08
192.168.43.159,-0.11328125,1.036132813,-0.104980469,-24.35302734,-1.953125,7.202148438,1.97E+08
192.168.43.159,0.129394531,0.922851563,-0.008300781,-22.70507813,-10.19287109,6.713867188,1.97E+08
192.168.43.159,0.129394531,0.941894531,0.085449219,-14.46533203,-7.934570313,7.507324219,1.97E+08
