Ax,Ay,Az,Gx,Gy,Gz,Ax2,Ay2,Az2,Gx2,Gy2,Gz2,timestamp,Position
0.02734375,-1.054199219,0.152832031,-0.793457031,0.244140625,-0.305175781,-0.509277344,0.649414063,0.546386719,0.48828125,-0.854492188,1.098632813,582000000,1
0.026855469,-1.053222656,0.15234375,-0.793457031,0.244140625,-0.244140625,-0.524414063,0.65234375,0.542480469,0.854492188,1.037597656,0.671386719,582000000,1
0.024902344,-1.053710938,0.150878906,-0.732421875,0.061035156,-0.244140625,-0.516601563,0.65234375,0.541015625,0.305175781,-0.244140625,0.671386719,582000000,1
0.024902344,-1.051269531,0.151855469,-0.610351563,-0.061035156,-0.183105469,-0.515136719,0.650878906,0.543457031,-0.244140625,-1.037597656,0.732421875,582000000,1
0.02734375,-1.051757813,0.150878906,-0.549316406,0.122070313,-0.183105469,-0.51171875,0.649414063,0.553222656,-0.366210938,-0.549316406,0.732421875,582000000,1
0.026855469,-1.051757813,0.151367188,-0.48828125,0.244140625,-0.305175781,-0.511230469,0.646972656,0.555175781,-0.610351563,0.48828125,0.671386719,582000000,1
0.025878906,-1.053710938,0.149414063,-0.48828125,0.122070313,-0.305175781,-0.508789063,0.654785156,0.548339844,-0.366210938,0.854492188,0.305175781,582000000,1
0.025878906,-1.053710938,0.153808594,-0.48828125,-0.061035156,-0.244140625,-0.513671875,0.649414063,0.556152344,-0.610351563,1.403808594,0.305175781,582000000,1
0.026367188,-1.0546875,0.15234375,-0.48828125,0.183105469,-0.183105469,-0.5234375,0.652832031,0.557128906,-0.732421875,1.159667969,0.061035156,582000000,1
0.022949219,-1.052246094,0.153808594,-0.48828125,0.366210938,-0.183105469,-0.5234375,0.653808594,0.5546875,-1.342773438,-0.48828125,0.366210938,582000000,1
0.0234375,-1.053710938,0.150390625,-0.48828125,-0.122070313,-0.122070313,-0.520996094,0.653320313,0.543945313,-1.647949219,-1.831054688,0.671386719,582000000,1
0.025878906,-1.050292969,0.151855469,-0.427246094,-0.244140625,-0.183105469,-0.515625,0.6484375,0.547851563,-2.075195313,-1.770019531,1.098632813,582000000,1
0.025390625,-1.052734375,0.149414063,-0.366210938,0.061035156,-0.305175781,-0.512207031,0.642089844,0.550292969,-1.831054688,-0.793457031,1.037597656,582000000,1
0.026367188,-1.052734375,0.150878906,-0.305175781,-0.122070313,-0.305175781,-0.508789063,0.644042969,0.551269531,-0.732421875,0.244140625,0.427246094,582000000,1
0.027832031,-1.054199219,0.150878906,-0.305175781,-0.244140625,-0.305175781,-0.510253906,0.6484375,0.5546875,0.122070313,1.098632813,0.061035156,582000000,1
0.027832031,-1.052734375,0.152832031,-0.305175781,-0.122070313,-0.305175781,-0.528320313,0.651855469,0.543945313,0.061035156,1.220703125,-0.305175781,582000000,1
0.024414063,-1.051757813,0.151855469,-0.48828125,-0.122070313,-0.122070313,-0.525390625,0.648925781,0.539550781,-0.48828125,-0.48828125,-0.122070313,582000000,1
0.026367188,-1.052246094,0.15234375,-0.610351563,-0.122070313,-0.061035156,-0.513183594,0.637695313,0.547363281,-0.793457031,-0.793457031,0.122070313,582000000,1
0.026855469,-1.053710938,0.150390625,-0.610351563,0.061035156,-0.061035156,-0.5078125,0.639648438,0.548339844,-0.183105469,0.549316406,-0.183105469,582000000,1
0.025878906,-1.051757813,0.150878906,-0.610351563,0.244140625,-0.061035156,-0.514160156,0.655761719,0.555175781,0.244140625,1.46484375,-0.549316406,582000000,1
0.025390625,-1.053222656,0.150878906,-0.549316406,0.122070313,-0.061035156,-0.528808594,0.662109375,0.553222656,-0.244140625,0.48828125,-0.732421875,582000000,1
0.024414063,-1.053710938,0.150390625,-0.366210938,-0.122070313,-0.122070313,-0.520996094,0.651855469,0.550292969,-1.037597656,-1.281738281,-0.122070313,582000000,1
0.02734375,-1.054199219,0.15234375,-0.427246094,0,-0.305175781,-0.517089844,0.639648438,0.551269531,-0.915527344,-1.037597656,0.183105469,582000000,1
0.026367188,-1.051269531,0.150878906,-0.427246094,0.305175781,-0.244140625,-0.525390625,0.648925781,0.545410156,-0.244140625,-0.061035156,0.183105469,582000000,1
0.0234375,-1.050292969,0.150390625,-0.610351563,0.244140625,-0.122070313,-0.533203125,0.654785156,0.548339844,-0.48828125,-0.671386719,0.549316406,582000000,1
0.026367188,-1.056152344,0.152832031,-0.610351563,-0.244140625,-0.122070313,-0.521484375,0.649414063,0.556640625,-1.159667969,-2.136230469,1.159667969,582000000,1
0.026855469,-1.055175781,0.150390625,-0.549316406,-0.061035156,-0.183105469,-0.511230469,0.647460938,0.552246094,-1.220703125,-2.014160156,1.46484375,582000000,1
0.0234375,-1.052246094,0.1484375,-0.427246094,0.305175781,-0.244140625,-0.520507813,0.651367188,0.543945313,-0.549316406,-0.9765625,1.098632813,582000000,1
0.024414063,-1.052246094,0.150878906,-0.427246094,0,-0.244140625,-0.517089844,0.646972656,0.55078125,-0.610351563,-1.098632813,1.159667969,582000000,1
0.022949219,-1.052246094,0.151855469,-0.48828125,-0.244140625,-0.244140625,-0.513671875,0.641113281,0.557128906,-0.854492188,-1.403808594,1.159667969,582000000,1
0.024414063,-1.054199219,0.150878906,-0.549316406,-0.305175781,-0.244140625,-0.513183594,0.640625,0.550292969,-0.366210938,-0.915527344,0.732421875,583000000,1
0.026855469,-1.0546875,0.150390625,-0.610351563,0,-0.305175781,-0.508300781,0.645996094,0.544433594,0.366210938,-0.427246094,0.610351563,583000000,1
0.026367188,-1.051269531,0.149414063,-0.671386719,0.122070313,-0.244140625,-0.516113281,0.651855469,0.555175781,0.549316406,0.244140625,0.48828125,583000000,1
0.026367188,-1.0546875,0.149902344,-0.915527344,-0.061035156,-0.183105469,-0.524902344,0.647949219,0.561035156,0.183105469,-0.366210938,0.427246094,583000000,1
0.025878906,-1.053710938,0.149902344,-0.915527344,-0.183105469,-0.122070313,-0.510742188,0.64453125,0.55078125,0.183105469,-1.647949219,0.549316406,583000000,1
0.024902344,-1.052246094,0.147949219,-0.854492188,-0.122070313,-0.061035156,-0.510742188,0.648925781,0.547363281,0.305175781,-0.915527344,0.366210938,583000000,1
0.0234375,-1.053710938,0.1484375,-0.732421875,-0.244140625,-0.122070313,-0.51953125,0.649414063,0.551757813,0,-0.48828125,0.244140625,583000000,1
0.025390625,-1.055175781,0.149414063,-0.610351563,-0.48828125,-0.305175781,-0.517089844,0.645507813,0.55859375,-0.244140625,-0.732421875,0.610351563,583000000,1
0.026855469,-1.054199219,0.147949219,-0.48828125,-0.305175781,-0.366210938,-0.512695313,0.643066406,0.554199219,0,-0.610351563,0.610351563,583000000,1
0.022949219,-1.052734375,0.146972656,-0.48828125,0,-0.305175781,-0.517578125,0.648925781,0.547363281,0.305175781,-0.9765625,0.366210938,583000000,1
0.026855469,-1.055175781,0.150878906,-0.48828125,-0.061035156,-0.305175781,-0.513183594,0.653808594,0.551269531,0.549316406,-1.037597656,0.427246094,583000000,1
0.02734375,-1.051757813,0.147949219,-0.610351563,0.183105469,-0.366210938,-0.51171875,0.650390625,0.557617188,0.793457031,-0.244140625,0.48828125,583000000,1
0.0234375,-1.053222656,0.145019531,-0.48828125,0.305175781,-0.366210938,-0.516601563,0.650878906,0.549804688,1.220703125,0,0.427246094,583000000,1
0.026855469,-1.055175781,0.146972656,-0.427246094,0.122070313,-0.427246094,-0.517578125,0.650390625,0.545898438,0.9765625,-0.610351563,0.48828125,583000000,1
0.026855469,-1.051757813,0.149414063,-0.305175781,0.061035156,-0.427246094,-0.514648438,0.653320313,0.548339844,0.610351563,-1.342773438,0.427246094,583000000,1
0.025878906,-1.053710938,0.150390625,-0.305175781,0.061035156,-0.366210938,-0.518066406,0.651367188,0.550292969,0.183105469,-1.525878906,0.48828125,583000000,1
0.026855469,-1.055175781,0.148925781,-0.244140625,0,-0.305175781,-0.513671875,0.651855469,0.548339844,-0.183105469,-1.403808594,0.427246094,583000000,1
0.025878906,-1.051269531,0.147460938,-0.305175781,0.122070313,-0.305175781,-0.513183594,0.653808594,0.542480469,0,-0.915527344,0.122070313,583000000,1
0.023925781,-1.053710938,0.147949219,-0.366210938,0.183105469,-0.244140625,-0.512207031,0.652832031,0.548828125,0.122070313,-0.610351563,0.122070313,583000000,1
0.024414063,-1.052734375,0.150390625,-0.366210938,0.122070313,-0.244140625,-0.517089844,0.645019531,0.559082031,-0.061035156,0,0.183105469,583000000,1
0.02734375,-1.0546875,0.147949219,-0.366210938,0.183105469,-0.305175781,-0.517578125,0.650878906,0.547851563,-0.061035156,-0.48828125,-0.244140625,583000000,1
0.02734375,-1.0546875,0.147460938,-0.427246094,0.366210938,-0.122070313,-0.512207031,0.654785156,0.54296875,-0.305175781,-1.220703125,-0.183105469,583000000,1
0.024414063,-1.052246094,0.150878906,-0.366210938,0.244140625,-0.183105469,-0.509277344,0.651367188,0.551269531,-0.671386719,-1.037597656,0.061035156,583000000,1
0.026367188,-1.053710938,0.149414063,-0.427246094,-0.122070313,-0.183105469,-0.506835938,0.6484375,0.553710938,-0.48828125,-0.366210938,0,583000000,1
0.025390625,-1.053222656,0.146972656,-0.427246094,0.061035156,-0.183105469,-0.515136719,0.646484375,0.550292969,-0.305175781,1.037597656,-0.183105469,583000000,1
0.024902344,-1.053222656,0.146484375,-0.366210938,0.244140625,-0.183105469,-0.528320313,0.654296875,0.55078125,0,1.220703125,-0.549316406,583000000,1
0.025390625,-1.052734375,0.148925781,-0.366210938,0.122070313,-0.183105469,-0.518554688,0.656738281,0.550292969,-0.244140625,-1.281738281,-0.244140625,583000000,1
0.025878906,-1.053710938,0.146484375,-0.366210938,0,-0.122070313,-0.510742188,0.657226563,0.552246094,-0.549316406,-1.708984375,0.183105469,583000000,1
0.026367188,-1.054199219,0.146484375,-0.427246094,-0.061035156,-0.183105469,-0.514160156,0.653320313,0.548828125,-0.732421875,-0.549316406,0.305175781,583000000,1
0.025390625,-1.054199219,0.146972656,-0.427246094,0.122070313,-0.244140625,-0.520019531,0.649414063,0.545410156,-0.854492188,0.183105469,0.48828125,583000000,1
0.025390625,-1.052734375,0.146972656,-0.427246094,0.061035156,-0.183105469,-0.521972656,0.649902344,0.544921875,-0.793457031,-0.366210938,0.732421875,583000000,1
0.025878906,-1.052734375,0.147460938,-0.427246094,-0.061035156,-0.122070313,-0.522949219,0.649902344,0.545410156,-0.854492188,-0.9765625,1.098632813,583000000,1
0.025878906,-1.0546875,0.145507813,-0.48828125,-0.122070313,-0.061035156,-0.519042969,0.646972656,0.549804688,-1.037597656,-1.098632813,1.281738281,583000000,1
0.024902344,-1.051269531,0.148925781,-0.427246094,0.061035156,-0.122070313,-0.514648438,0.646484375,0.555175781,-0.854492188,-1.098632813,1.281738281,583000000,1
0.024414063,-1.052734375,0.148925781,-0.366210938,-0.061035156,-0.061035156,-0.513671875,0.65234375,0.545410156,-0.48828125,-1.342773438,0.854492188,583000000,1
0.024414063,-1.0546875,0.147949219,-0.48828125,-0.061035156,-0.061035156,-0.508789063,0.648925781,0.552734375,-0.610351563,-0.9765625,0.9765625,583000000,1
0.025878906,-1.055175781,0.146972656,-0.48828125,0,-0.122070313,-0.515625,0.642089844,0.554199219,-0.427246094,-0.366210938,0.854492188,583000000,1
0.024902344,-1.055175781,0.145507813,-0.427246094,0.122070313,-0.183105469,-0.516113281,0.645019531,0.549316406,0,-0.9765625,0.671386719,583000000,1
0.022949219,-1.052734375,0.145507813,-0.48828125,0.122070313,-0.122070313,-0.511230469,0.649902344,0.547851563,0.122070313,-1.159667969,0.671386719,583000000,1
0.024902344,-1.0546875,0.1484375,-0.549316406,0,-0.122070313,-0.513671875,0.651367188,0.552246094,0.305175781,-0.183105469,0.48828125,583000000,1
0.024902344,-1.0546875,0.145996094,-0.48828125,0,-0.183105469,-0.515625,0.654785156,0.544921875,0.244140625,-0.610351563,0.366210938,583000000,1
0.024902344,-1.053710938,0.145507813,-0.366210938,0,-0.183105469,-0.514648438,0.654296875,0.55078125,-0.183105469,-1.586914063,0.427246094,583000000,1
0.0234375,-1.052734375,0.146972656,-0.305175781,0.122070313,-0.244140625,-0.510742188,0.650390625,0.558105469,-0.366210938,-1.159667969,0.427246094,583000000,1
0.0234375,-1.052734375,0.149414063,-0.305175781,0,-0.244140625,-0.508300781,0.647949219,0.551757813,-0.183105469,-0.305175781,0.244140625,583000000,1
0.024414063,-1.053710938,0.146972656,-0.427246094,-0.122070313,-0.244140625,-0.518066406,0.650390625,0.541503906,-0.122070313,-0.366210938,0.122070313,583000000,1
0.024902344,-1.053710938,0.14453125,-0.366210938,-0.061035156,-0.244140625,-0.515625,0.653808594,0.548828125,-0.061035156,-1.281738281,0.183105469,583000000,1
0.02734375,-1.053222656,0.147949219,-0.427246094,0.122070313,-0.183105469,-0.516601563,0.647460938,0.549804688,-0.427246094,-0.915527344,0.061035156,583000000,1
0.023925781,-1.052734375,0.147460938,-0.48828125,0.183105469,-0.183105469,-0.512207031,0.646972656,0.553222656,-0.244140625,-0.671386719,-0.122070313,583000000,1
0.024414063,-1.055175781,0.144042969,-0.48828125,0.244140625,-0.183105469,-0.517089844,0.65234375,0.549804688,0.244140625,-0.549316406,-0.366210938,583000000,1
0.024902344,-1.052734375,0.14453125,-0.427246094,0.183105469,-0.244140625,-0.515625,0.657714844,0.546875,0.244140625,-1.037597656,-0.183105469,583000000,1
0.0234375,-1.052246094,0.145019531,-0.305175781,0.244140625,-0.305175781,-0.509277344,0.655761719,0.554199219,-0.183105469,-1.037597656,0.305175781,584000000,1
0.022949219,-1.052734375,0.147460938,-0.427246094,0.061035156,-0.244140625,-0.522460938,0.645996094,0.552734375,-0.366210938,-0.122070313,0.366210938,584000000,1
0.026367188,-1.052734375,0.146484375,-0.427246094,0,-0.183105469,-0.51171875,0.650878906,0.542480469,-0.183105469,-1.403808594,0.305175781,584000000,1
0.026367188,-1.055175781,0.145019531,-0.366210938,0.122070313,-0.244140625,-0.502929688,0.655761719,0.54296875,-0.183105469,-0.9765625,0.183105469,584000000,1
0.023925781,-1.053222656,0.14453125,-0.366210938,0.366210938,-0.305175781,-0.51171875,0.652832031,0.561523438,-0.366210938,0.854492188,0.183105469,584000000,1
0.0234375,-1.054199219,0.145507813,-0.366210938,0.122070313,-0.244140625,-0.52734375,0.645996094,0.557128906,-0.305175781,0.9765625,-0.122070313,584000000,1
0.025878906,-1.053710938,0.147460938,-0.427246094,-0.061035156,-0.183105469,-0.515136719,0.653808594,0.536621094,-0.183105469,-1.342773438,-0.061035156,584000000,1
0.025878906,-1.054199219,0.146484375,-0.366210938,0.122070313,-0.305175781,-0.508300781,0.657226563,0.547363281,-0.48828125,-0.9765625,0.244140625,584000000,1
0.022949219,-1.051269531,0.145019531,-0.366210938,0.244140625,-0.244140625,-0.51953125,0.65234375,0.561035156,-0.732421875,0.244140625,0.549316406,584000000,1
0.022460938,-1.053222656,0.147949219,-0.366210938,0.122070313,-0.244140625,-0.512695313,0.650390625,0.551757813,-0.671386719,-0.9765625,0.732421875,584000000,1
0.025390625,-1.053710938,0.145507813,-0.305175781,-0.244140625,-0.183105469,-0.509765625,0.655273438,0.538085938,-0.305175781,-0.366210938,0.244140625,584000000,1
0.026855469,-1.056152344,0.147949219,-0.305175781,-0.122070313,-0.244140625,-0.517578125,0.65625,0.547363281,-0.366210938,0.366210938,0,584000000,1
0.024902344,-1.055175781,0.145507813,-0.427246094,0.183105469,-0.183105469,-0.521972656,0.644042969,0.557617188,-0.915527344,-0.244140625,0.183105469,584000000,1
0.023925781,-1.05078125,0.14453125,-0.427246094,-0.061035156,-0.061035156,-0.512207031,0.642089844,0.552246094,-0.732421875,-0.549316406,0.427246094,584000000,1
0.022949219,-1.052246094,0.146484375,-0.427246094,-0.244140625,-0.122070313,-0.516601563,0.654785156,0.543457031,-0.305175781,0.366210938,0.305175781,584000000,1
0.024414063,-1.0546875,0.145507813,-0.549316406,-0.061035156,-0.183105469,-0.526367188,0.65625,0.555175781,-0.732421875,0,0.671386719,584000000,1
0.026367188,-1.057128906,0.144042969,-0.427246094,0,-0.244140625,-0.518554688,0.647460938,0.557617188,-0.793457031,-0.610351563,1.037597656,584000000,1
0.024902344,-1.052734375,0.14453125,-0.427246094,0.061035156,-0.244140625,-0.512207031,0.645996094,0.551757813,-0.732421875,-0.671386719,0.9765625,584000000,1
0.024414063,-1.051269531,0.147949219,-0.48828125,-0.061035156,-0.183105469,-0.513183594,0.646972656,0.551757813,-0.549316406,-0.915527344,0.854492188,584000000,1
0.024902344,-1.053222656,0.147460938,-0.549316406,-0.061035156,-0.244140625,-0.511230469,0.650878906,0.554199219,-0.122070313,-0.732421875,0.732421875,584000000,1
0.026367188,-1.055664063,0.146972656,-0.732421875,-0.061035156,-0.244140625,-0.516113281,0.650878906,0.551269531,0.061035156,0.061035156,0.732421875,584000000,1
0.024902344,-1.054199219,0.145019531,-0.610351563,-0.122070313,-0.244140625,-0.522949219,0.64453125,0.549316406,-0.244140625,-0.244140625,0.793457031,584000000,1
0.026855469,-1.054199219,0.145996094,-0.48828125,-0.244140625,-0.183105469,-0.515625,0.651367188,0.547851563,-0.183105469,-1.708984375,0.793457031,584000000,1
0.024902344,-1.053710938,0.145019531,-0.48828125,-0.061035156,-0.244140625,-0.505371094,0.655761719,0.543945313,-0.183105469,-1.647949219,0.610351563,584000000,1
0.023925781,-1.052246094,0.143066406,-0.48828125,0,-0.244140625,-0.509277344,0.645996094,0.551269531,-0.427246094,-0.48828125,0.671386719,584000000,1
0.024414063,-1.053710938,0.145019531,-0.427246094,0.061035156,-0.366210938,-0.515625,0.645507813,0.551757813,-0.061035156,-0.061035156,0.48828125,584000000,1
0.024414063,-1.053222656,0.147949219,-0.366210938,0.122070313,-0.427246094,-0.513671875,0.651367188,0.549804688,0.244140625,-0.183105469,0.122070313,584000000,1
0.026855469,-1.053222656,0.146484375,-0.48828125,0.183105469,-0.305175781,-0.514160156,0.654296875,0.549804688,0.122070313,-0.427246094,-0.061035156,584000000,1
0.025390625,-1.055175781,0.14453125,-0.366210938,0.366210938,-0.366210938,-0.515136719,0.653320313,0.551757813,-0.183105469,-0.671386719,-0.061035156,584000000,1
0.022460938,-1.052246094,0.143554688,-0.366210938,0.305175781,-0.305175781,-0.510742188,0.649414063,0.547851563,-0.305175781,-0.793457031,0.183105469,584000000,1
0.024414063,-1.052734375,0.144042969,-0.610351563,0.122070313,-0.305175781,-0.507324219,0.647949219,0.549316406,-0.122070313,-0.610351563,0.244140625,584000000,1
0.025390625,-1.056152344,0.145019531,-0.427246094,0.305175781,-0.427246094,-0.514648438,0.651367188,0.553710938,0.122070313,0.061035156,0.122070313,584000000,1
0.0234375,-1.058105469,0.141113281,-0.244140625,0.305175781,-0.366210938,-0.530761719,0.654785156,0.549804688,0.061035156,0.061035156,-0.366210938,584000000,1
0.02734375,-1.052246094,0.145019531,-0.244140625,0.061035156,-0.366210938,-0.518066406,0.654785156,0.547363281,-0.427246094,-1.892089844,-0.427246094,584000000,1
0.025390625,-1.051757813,0.145996094,-0.244140625,0,-0.244140625,-0.51171875,0.65234375,0.551757813,-0.854492188,-1.831054688,-0.183105469,584000000,1
0.025878906,-1.054199219,0.146972656,-0.305175781,0.061035156,-0.122070313,-0.520019531,0.654785156,0.547851563,-0.671386719,-0.48828125,-0.122070313,584000000,1
0.024414063,-1.052734375,0.145019531,-0.305175781,0.122070313,-0.183105469,-0.516601563,0.654785156,0.552734375,-0.9765625,-0.793457031,0.366210938,584000000,1
0.024902344,-1.052246094,0.142578125,-0.244140625,0,-0.183105469,-0.516601563,0.65234375,0.555664063,-1.342773438,-1.46484375,0.549316406,584000000,1
0.024902344,-1.053222656,0.146972656,-0.305175781,-0.183105469,-0.183105469,-0.512695313,0.65234375,0.554199219,-1.281738281,-1.46484375,0.732421875,584000000,1
